iter	Logloss
526	0.09589318521
527	0.09575000327
528	0.09564650208
529	0.09546244727
530	0.09534298643
531	0.09524171149
532	0.09498901045
533	0.0948690981
534	0.09475532941
535	0.0946582513
536	0.09437574728
537	0.09413495182
538	0.09394478955
539	0.09383422023
540	0.09376278397
541	0.09369663878
542	0.09359864955
543	0.09351604073
544	0.09345443219
545	0.09336005851
546	0.09326646922
547	0.09312878124
548	0.09303441765
549	0.09291742792
550	0.09270516339
551	0.09264058711
552	0.09254561557
553	0.09244173089
554	0.09233839541
555	0.09219859166
556	0.0921206449
557	0.09197132294
558	0.09178290326
559	0.09172720478
560	0.09158012905
561	0.09141138959
562	0.09129504339
563	0.09117254284
564	0.09106551943
565	0.09097357419
566	0.09090270293
567	0.09077996269
568	0.0906800081
569	0.09062043776
570	0.09054051456
571	0.09040780464
572	0.09030184621
573	0.09019024168
574	0.09012271894
575	0.0900342398
576	0.08996695247
577	0.08974040782
578	0.08966492799
579	0.08952757186
580	0.0894304803
581	0.0893747311
582	0.08931540584
583	0.08914383588
584	0.08907570232
585	0.0889808297
586	0.08890938927
587	0.08881044698
588	0.08867159844
589	0.08852272049
590	0.0883578803
591	0.08825340954
592	0.08817090962
593	0.08807071088
594	0.08798857568
595	0.08768481847
596	0.08763091647
597	0.08742797116
598	0.08733463992
599	0.08726650277
600	0.08708996817
601	0.08701248671
602	0.08695128413
603	0.08687768453
604	0.08681544953
605	0.08667128798
606	0.08660543164
607	0.08655370671
608	0.0864501115
609	0.08638475771
610	0.08630719574
611	0.08625001427
612	0.08619481589
613	0.08603685756
614	0.08585655608
615	0.08576319722
616	0.08569615077
617	0.08561559992
618	0.08543619755
619	0.08533927119
620	0.08520626237
621	0.08503756619
622	0.08498110685
623	0.08489056737
624	0.084809491
625	0.08469421061
626	0.08462055134
627	0.08455727852
628	0.08448394006
629	0.08437724642
630	0.0841136293
631	0.08399314204
632	0.08391889355
633	0.08369901611
634	0.08362145263
635	0.08355989594
636	0.08344398767
637	0.08334844847
638	0.08328598257
639	0.08318606137
640	0.08310936115
641	0.08281640528
642	0.08271249783
643	0.08257259245
644	0.08246325187
645	0.08237081621
646	0.08215941909
647	0.08208584054
648	0.08202396309
649	0.0819275685
650	0.08186676584
651	0.08180184955
652	0.08173195034
653	0.08162354607
654	0.08156638843
655	0.08150012604
656	0.08142610099
657	0.08136476046
658	0.08128128839
659	0.08103587062
660	0.08087913688
661	0.08073412904
662	0.08062616678
663	0.08056510383
664	0.080489923
665	0.08031841834
666	0.08025203301
667	0.08020240806
668	0.08014433286
669	0.08007979938
670	0.08002273209
671	0.07974581145
672	0.07966763435
673	0.07960069319
674	0.07952825324
675	0.07940012548
676	0.07930028523
677	0.07924403411
678	0.0791622029
679	0.0790926821
680	0.07902862165
681	0.07892772466
682	0.0788256319
683	0.07876984583
684	0.07867391347
685	0.07856681026
686	0.0785107056
687	0.07846036672
688	0.07838837896
689	0.07830840555
690	0.07824391485
691	0.07812176955
692	0.07805566856
693	0.07799751961
694	0.07792118574
695	0.07786436628
696	0.0777862425
697	0.07772412505
698	0.07766931031
699	0.07757931627
700	0.07737553986
701	0.07730292706
702	0.07722177358
703	0.07715035024
704	0.07707268006
705	0.07694066308
706	0.07688209089
707	0.0767434869
708	0.07666718121
709	0.07659526579
710	0.07654549785
711	0.07643249976
712	0.07636163338
713	0.07629837228
714	0.07621072053
715	0.07615423446
716	0.07610836677
717	0.07604545048
718	0.07598426152
719	0.07585605545
720	0.07575505
721	0.07570858898
722	0.07565571925
723	0.07560252723
724	0.07548880055
725	0.0754225682
726	0.07535779057
727	0.07530347589
728	0.075089437
729	0.07503478036
730	0.07498540716
731	0.07492200348
732	0.07485262537
733	0.07478667099
734	0.07474841271
735	0.07465472864
736	0.07455924962
737	0.07449729954
738	0.07440234172
739	0.07428624498
740	0.07418236783
741	0.07412272799
742	0.07406004726
743	0.07401621242
744	0.07395058332
745	0.073834861
746	0.07378919859
747	0.07373092156
748	0.07368959571
749	0.07362182671
750	0.07354795526
751	0.07345723535
752	0.07339988466
753	0.07329871926
754	0.07324184651
755	0.07315167509
756	0.07310273381
757	0.07304591681
758	0.07293337337
759	0.0728394416
760	0.07274990975
761	0.07265779792
762	0.07261103143
763	0.0725618753
764	0.07251227143
765	0.07239895183
766	0.07233774451
767	0.07228331342
768	0.0722319757
769	0.07214493294
770	0.07203726993
771	0.07197311808
772	0.07188336084
773	0.07181989962
774	0.07177908759
775	0.07172498615
776	0.07165507172
777	0.07160850786
778	0.07155316643
779	0.07146741314
780	0.07140501588
781	0.0713512447
782	0.07130552266
783	0.07124702057
784	0.07113459671
785	0.07101189879
786	0.07096231297
787	0.0708932534
788	0.07082282022
789	0.07073484438
790	0.07063683748
791	0.07057353237
792	0.07052869714
793	0.07047148553
794	0.07036600354
795	0.07024049755
796	0.07017566765
797	0.07009178219
798	0.07002313363
799	0.06990509375
800	0.06983727707
801	0.06975426395
802	0.06971136128
803	0.06966115762
804	0.06949193702
805	0.06933742614
806	0.06924644702
807	0.06911822614
808	0.06901199142
809	0.06894507152
810	0.06889053301
811	0.06884384814
812	0.06881308168
813	0.06870638918
814	0.06860461188
815	0.0685029519
816	0.06839884156
817	0.06833325666
818	0.06827742897
819	0.06816902146
820	0.06812347242
821	0.06802132653
822	0.06798984061
823	0.06794172352
824	0.06789721696
825	0.06784124381
826	0.06779612892
827	0.06773697646
828	0.06768885939
829	0.06763927024
830	0.06758765371
831	0.06753335556
832	0.06747718495
833	0.06741272381
834	0.06737144324
835	0.06731019201
836	0.06726714317
837	0.06720540159
838	0.06711679566
839	0.06700041695
840	0.06694525855
841	0.06683007557
842	0.06676596417
843	0.06666677916
844	0.06660899278
845	0.06651682333
846	0.06646565397
847	0.06641418451
848	0.06634399331
849	0.06629710697
850	0.06625917631
851	0.06620574434
852	0.06613734714
853	0.06604213045
854	0.06598140718
855	0.06593703286
856	0.06589600114
857	0.06583408798
858	0.06568598763
859	0.0656176539
860	0.06558038738
861	0.06552965461
862	0.06543901019
863	0.06532297256
864	0.06526278222
865	0.06523225328
866	0.06517621275
867	0.06508238238
868	0.06501422026
869	0.06496534132
870	0.06491136407
871	0.06481804212
872	0.06476013478
873	0.06473132929
874	0.06467475747
875	0.06460491695
876	0.06451671321
877	0.06447943038
878	0.06442036532
879	0.06437032861
880	0.06432802276
881	0.06423450754
882	0.06415184486
883	0.06409378264
884	0.0640067589
885	0.06396169415
886	0.06387261231
887	0.06376415213
888	0.06372337251
889	0.06365397673
890	0.06361461933
891	0.06356483087
892	0.06348136905
893	0.06338066572
894	0.06329963701
895	0.06322774945
896	0.063185185
897	0.06313457677
898	0.06310436338
899	0.06303827002
900	0.06294342823
901	0.06289795712
902	0.06276575653
903	0.06272064114
904	0.06269379828
905	0.06262473815
906	0.06257073969
907	0.06252185391
908	0.06243120167
909	0.06237355692
910	0.06231472858
911	0.06226818588
912	0.0622221088
913	0.06217841687
914	0.06213635042
915	0.0621019517
916	0.06203213032
917	0.06196734049
918	0.06185938789
919	0.06177804261
920	0.06170641929
921	0.06162094712
922	0.06158354073
923	0.0615353408
924	0.0615094855
925	0.06140123466
926	0.06134891559
927	0.0613077374
928	0.06127099299
929	0.06119302463
930	0.06112134042
931	0.06107140398
932	0.06101103127
933	0.06096135013
934	0.06091385585
935	0.06086421185
936	0.0608301508
937	0.06073447795
938	0.06068171819
939	0.0605468207
940	0.06049300276
941	0.06039805344
942	0.06035960198
943	0.06031377946
944	0.06026739598
945	0.0602249644
946	0.06012747111
947	0.06009233081
948	0.0600560223
949	0.06001107361
950	0.05998623198
951	0.05993118252
952	0.05987858179
953	0.05983074842
954	0.05975806368
955	0.05971738186
956	0.05963463022
957	0.05954881508
958	0.05949242434
959	0.05945207948
960	0.05941758659
961	0.0593811372
962	0.05934599243
963	0.05930714324
964	0.05924312125
965	0.05915908454
966	0.0591177527
967	0.0590688099
968	0.05902704832
969	0.05898877134
970	0.05893508465
971	0.05889592831
972	0.05884643469
973	0.05875993272
974	0.05871626963
975	0.05866591633
976	0.05861573327
977	0.05850413547
978	0.05843875125
979	0.05840715946
980	0.05832908673
981	0.05829739315
982	0.05822001218
983	0.05817835957
984	0.05813060336
985	0.05808278819
986	0.05804400481
987	0.05799739267
988	0.05796989194
989	0.05793920154
990	0.05788632379
991	0.05779836134
992	0.05775805523
993	0.05772059233
994	0.05768275099
995	0.05763094843
996	0.05755561477
997	0.05751049855
998	0.05745437613
999	0.0573835759
